id,neighbourhood_group_name,neighbourhood_Name
16691968,Thames-Coromandel District,South Eastern Ward
16692694,Waikato District,Raglan Ward
16692749,Buller District,Westport Ward
16693451,Marlborough District,Wairau-Awatere Ward
16693626,Southland District,Mararoa Waimea Ward
16694912,Porirua City,Northern Ward/Pukerua ki te Raki
16696218,Taupo District,Taupō Ward
16705790,Tauranga City,Mount Maunganui-Papamoa Ward
16707549,Waikato District,Raglan Ward
16707981,Queenstown-Lakes District,Wanaka Ward
16708729,Far North District,Bay of Islands-Whangaroa Ward
16709407,Marlborough District,Wairau-Awatere Ward
16709437,Carterton District,Area Outside Ward
16709605,Thames-Coromandel District,Coromandel-Colville Ward
16709780,Auckland,Waitematā and Gulf Ward
16709993,Thames-Coromandel District,South Eastern Ward
16711309,Whangarei District,Denby Ward
16711328,Thames-Coromandel District,South Eastern Ward
16711499,Auckland,Waitematā and Gulf Ward
16717338,Thames-Coromandel District,South Eastern Ward
16720541,Dunedin City,Area Outside Ward
16720826,Wellington City,Takapū/Northern Ward
16721905,Hastings District,Heretaunga Ward
16724363,Christchurch City,Banks Peninsula Ward
16725738,Auckland,Waitematā and Gulf Ward
16725903,Hastings District,Mohaka Ward
16727414,Marlborough District,Marlborough Sounds Ward
16727473,Hauraki District,Paeroa Ward
16727488,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16735007,Hastings District,Hastings-Havelock North Ward
16738366,Tasman District,Golden Bay Ward
16739053,Queenstown-Lakes District,Arrowtown Ward
16739366,Porirua City,Northern Ward/Pukerua ki te Raki
16739392,Westland District,Southern Ward
16740844,Auckland,Albert-Eden-Puketāpapa Ward
16741048,Waipa District,Te Awamutu Ward
16741741,Buller District,Westport Ward
16742588,Nelson City,Area Outside Ward
16743135,Rotorua District,Area Outside Ward
16744212,Auckland,Whau Ward
16744586,Rotorua District,Area Outside Ward
16744730,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16744986,Hamilton City,East Ward
16752898,Tasman District,Richmond Ward
16753328,Auckland,Ōrākei Ward
16753624,Nelson City,Area Outside Ward
16754395,Far North District,Bay of Islands-Whangaroa Ward
16754557,Thames-Coromandel District,Coromandel-Colville Ward
16756174,Auckland,Manukau Ward
16756779,Rotorua District,Area Outside Ward
16758011,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16758859,Mackenzie District,Pukaki Ward
16761646,Wellington City,Pukehīnau/Lambton Ward
16768644,Queenstown-Lakes District,Wanaka Ward
16769239,Western Bay of Plenty District,Maketu-Te Puke Ward
16770045,Auckland,Albany Ward
16772435,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16772691,Hastings District,Heretaunga Ward
16776570,Auckland,Waitematā and Gulf Ward
16780173,Waipa District,Maungatautari Ward
16781087,Hurunui District,East Ward
16781366,Marlborough District,Blenheim Ward
16781642,Ashburton District,Western Ward
16781805,Ashburton District,Western Ward
16781867,Ashburton District,Western Ward
16781869,Ashburton District,Western Ward
16782280,Ashburton District,Western Ward
16782292,Ashburton District,Western Ward
16782303,Ashburton District,Western Ward
16782306,Ashburton District,Western Ward
16782320,Ashburton District,Western Ward
16782323,Ashburton District,Western Ward
16782498,Christchurch City,Fendalton Ward
16782532,Rotorua District,Area Outside Ward
16782648,Tauranga City,Mount Maunganui-Papamoa Ward
16783070,Waimakariri District,Rangiora-Ashley Ward
16783134,Dunedin City,Area Outside Ward
16784080,Waipa District,Kakepuku Ward
16794568,Nelson City,Area Outside Ward
16794698,South Waikato District,Tirau Ward
16795184,Central Otago District,Cromwell Ward
16795626,Thames-Coromandel District,Mercury Bay Ward
16795979,Westland District,Hokitika Ward
16796524,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16797933,Buller District,Seddon Ward
16798319,Buller District,Seddon Ward
16798804,Buller District,Seddon Ward
16798852,Christchurch City,Waimairi Ward
16799149,Buller District,Seddon Ward
16799589,Christchurch City,Banks Peninsula Ward
16801107,Rotorua District,Area Outside Ward
16811228,Auckland,Rodney Ward
16812870,Auckland,Franklin Ward
16813482,Taupo District,Taupō Ward
16814526,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16814786,Nelson City,Area Outside Ward
16814963,Tauranga City,Mount Maunganui-Papamoa Ward
16815079,Hamilton City,West Ward
16815924,Kapiti Coast District,Waikanae Ward
16819444,Auckland,Albany Ward
16823745,Wellington City,Pukehīnau/Lambton Ward
16825937,Christchurch City,Heathcote Ward
16826185,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16828816,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16830924,Auckland,Maungakiekie-Tāmaki Ward
16831213,Nelson City,Area Outside Ward
16832055,Mackenzie District,Pukaki Ward
16832268,Tasman District,Golden Bay Ward
16832394,Tauranga City,Mount Maunganui-Papamoa Ward
16832718,Tauranga City,Otumoetai-Pyes Pa Ward
16832725,Taupo District,Taupō Ward
16833097,Auckland,North Shore Ward
16833128,Gisborne District,Gisborne Ward
16833233,Auckland,Franklin Ward
16833610,Kaikoura District,Area Outside Ward
16841356,Kaikoura District,Area Outside Ward
16841796,Hurunui District,East Ward
16844418,Southland District,Mararoa Waimea Ward
16844770,Tasman District,Motueka Ward
16845327,Auckland,Waitematā and Gulf Ward
16846055,South Wairarapa District,Martinborough Ward
16848281,Tauranga City,Otumoetai-Pyes Pa Ward
16858659,Hastings District,Heretaunga Ward
16859698,Auckland,Waitākere Ward
16861518,Auckland,Albert-Eden-Puketāpapa Ward
16861545,Wellington City,Pukehīnau/Lambton Ward
16861617,Tauranga City,Mount Maunganui-Papamoa Ward
16861753,Auckland,Waitematā and Gulf Ward
16870239,Ruapehu District,Taumarunui Ward
16870914,Auckland,Waitematā and Gulf Ward
16872265,Nelson City,Area Outside Ward
16872281,Queenstown-Lakes District,Wanaka Ward
16872438,Tasman District,Motueka Ward
16872813,Kaipara District,Mangawhai-Kaiwaka Ward
16873090,Invercargill City,Area Outside Ward
16873416,Dunedin City,Area Outside Ward
16873484,Thames-Coromandel District,Coromandel-Colville Ward
16873775,Tauranga City,Te Papa-Welcome Bay Ward
16874043,Queenstown-Lakes District,Wanaka Ward
16874447,Whanganui District,Area Outside Ward
16881961,Auckland,Whau Ward
16882539,Marlborough District,Wairau-Awatere Ward
16883025,Auckland,North Shore Ward
16883069,Auckland,Waitematā and Gulf Ward
16883158,New Plymouth District,New Plymouth City Ward
16883631,Western Bay of Plenty District,Kaimai Ward
16883702,Christchurch City,Heathcote Ward
16883988,Auckland,Whau Ward
16884383,Rotorua District,Area Outside Ward
16884397,Far North District,Bay of Islands-Whangaroa Ward
16884725,Far North District,Bay of Islands-Whangaroa Ward
16885076,Tauranga City,Otumoetai-Pyes Pa Ward
16885185,Far North District,Bay of Islands-Whangaroa Ward
16885208,Whanganui District,Area Outside Ward
16885797,Tauranga City,Mount Maunganui-Papamoa Ward
16886489,Southland District,Mararoa Waimea Ward
16887005,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16887202,Ōpōtiki District,Coast Ward
16895256,Auckland,Whau Ward
16897085,Wellington City,Pukehīnau/Lambton Ward
16897378,Napier City,Ahuriri Ward
16897661,Whangarei District,Hikurangi-Coastal Ward
16897830,Porirua City,Northern Ward/Pukerua ki te Raki
16898376,Hamilton City,East Ward
16898771,Auckland,Howick Ward
16900115,Thames-Coromandel District,Coromandel-Colville Ward
16900313,Whangarei District,Bream Bay Ward
16900493,Wellington City,Motukairangi/Eastern Ward
16900495,Kaipara District,Mangawhai-Kaiwaka Ward
16900517,Lower Hutt City,Western Ward
16901127,Wellington City,Motukairangi/Eastern Ward
16901822,Auckland,North Shore Ward
16901834,Wellington City,Takapū/Northern Ward
16902498,Auckland,North Shore Ward
16913612,Marlborough District,Marlborough Sounds Ward
16915253,Hastings District,Hastings-Havelock North Ward
16915977,Auckland,Albert-Eden-Puketāpapa Ward
16916007,Carterton District,Area Outside Ward
16916309,Christchurch City,Fendalton Ward
16918203,Tauranga City,Otumoetai-Pyes Pa Ward
16918851,Hastings District,Heretaunga Ward
16929975,Auckland,Maungakiekie-Tāmaki Ward
16930690,Auckland,Rodney Ward
16931533,Christchurch City,Cashmere Ward
16931912,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16932670,Christchurch City,Banks Peninsula Ward
16933250,Auckland,Waitākere Ward
16934128,Auckland,North Shore Ward
16934756,Christchurch City,Innes Ward
16935417,Waikato District,Raglan Ward
16942668,Christchurch City,Innes Ward
16945113,Kaipara District,Mangawhai-Kaiwaka Ward
16945810,Thames-Coromandel District,South Eastern Ward
16946010,Auckland,Albert-Eden-Puketāpapa Ward
16946550,Hastings District,Kahuranaki Ward
16947466,Southland District,Mararoa Waimea Ward
16948595,Auckland,Ōrākei Ward
16948795,Waipa District,Cambridge Ward
16948903,Auckland,Waitematā and Gulf Ward
16953941,Thames-Coromandel District,Mercury Bay Ward
16962388,Waikato District,Tamahere Ward
16963669,Wellington City,Wharangi/Onslow-Western Ward
16966434,South Wairarapa District,Greytown Ward
16969159,Christchurch City,Innes Ward
16974139,Upper Hutt City,Area Outside Ward
16976693,Auckland,Albert-Eden-Puketāpapa Ward
16976810,Lower Hutt City,Western Ward
16977204,Auckland,Waitematā and Gulf Ward
16977342,Thames-Coromandel District,Mercury Bay Ward
16977706,Stratford District,Stratford Urban Ward
16978032,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16985849,Dunedin City,Area Outside Ward
16986046,Marlborough District,Marlborough Sounds Ward
16986058,Horowhenua District,Waiopehu Ward
16986277,Wellington City,Pukehīnau/Lambton Ward
16986515,Queenstown-Lakes District,Arrowtown Ward
16988518,Christchurch City,Harewood Ward
16995430,Thames-Coromandel District,Mercury Bay Ward
16997404,Selwyn District,Malvern Ward
16998068,Waipa District,Pirongia Ward
16998121,Ruapehu District,Waimarino-Waiouru Ward
16998790,Queenstown-Lakes District,Wanaka Ward
17000212,Queenstown-Lakes District,Queenstown-Wakatipu Ward
17000586,Queenstown-Lakes District,Queenstown-Wakatipu Ward
17000803,Far North District,Te Hiku Ward
17000875,Nelson City,Area Outside Ward
17000957,Hastings District,Hastings-Havelock North Ward
17001729,Taupo District,Turangi-Tongariro Ward
17001835,Porirua City,Northern Ward/Pukerua ki te Raki
17002573,Christchurch City,Fendalton Ward
17010494,Christchurch City,Cashmere Ward
17010610,Auckland,North Shore Ward
17012983,Waitaki District,Ahuriri Ward
17013702,Waitaki District,Ahuriri Ward
17013898,Waitaki District,Ahuriri Ward
17014111,Far North District,Bay of Islands-Whangaroa Ward
17015339,Taupo District,Taupō Ward
17015598,Tararua District,North Tararua Ward
17017499,Auckland,Albert-Eden-Puketāpapa Ward
17017839,Queenstown-Lakes District,Queenstown-Wakatipu Ward
17027380,Wellington City,Motukairangi/Eastern Ward
17027383,Far North District,Te Hiku Ward
17027693,Auckland,Waitematā and Gulf Ward
17028521,Queenstown-Lakes District,Queenstown-Wakatipu Ward
17029169,Gisborne District,Tawhiti-Uawa Ward
17031321,Tasman District,Moutere-Waimea Ward
17031864,Auckland,Maungakiekie-Tāmaki Ward
17032560,Thames-Coromandel District,Mercury Bay Ward
17033494,Dunedin City,Area Outside Ward
17042874,Auckland,Ōrākei Ward
17045041,Thames-Coromandel District,South Eastern Ward
17045054,Queenstown-Lakes District,Wanaka Ward
17047448,Porirua City,Western Ward/Titahi Rangituhi Porirua ki te uru
17047533,Far North District,Bay of Islands-Whangaroa Ward
17047578,Queenstown-Lakes District,Queenstown-Wakatipu Ward
17048151,Far North District,Te Hiku Ward
17048361,Auckland,Ōrākei Ward
17048910,Queenstown-Lakes District,Queenstown-Wakatipu Ward
17072055,Wellington City,Wharangi/Onslow-Western Ward
17075716,Carterton District,Area Outside Ward
17077775,Far North District,Te Hiku Ward
17078152,Central Hawke's Bay District,Aramoana-Ruahine Ward
17079129,Hastings District,Hastings-Havelock North Ward
17079349,Christchurch City,Central Ward
17080278,Lower Hutt City,Harbour Ward
17080389,Queenstown-Lakes District,Queenstown-Wakatipu Ward
17081203,Westland District,Southern Ward
17095235,Queenstown-Lakes District,Wanaka Ward
17095395,New Plymouth District,South-West Ward
17095598,Dunedin City,Area Outside Ward
17095685,Queenstown-Lakes District,Wanaka Ward
17096053,Napier City,Taradale Ward
17096779,Wellington City,Pukehīnau/Lambton Ward
17098280,Hamilton City,West Ward
17101050,Christchurch City,Banks Peninsula Ward
17107117,Porirua City,Northern Ward/Pukerua ki te Raki
17107688,Marlborough District,Blenheim Ward
17107694,Porirua City,Northern Ward/Pukerua ki te Raki
17108046,Auckland,Albert-Eden-Puketāpapa Ward
17108235,Tasman District,Richmond Ward
17108769,Waikato District,Awaroa ki Tuakau Ward
17109383,Rotorua District,Area Outside Ward
17109454,Waitaki District,Waihemo Ward
17109927,Whakatane District,Whakatāne-Ōhope Ward 
17110229,Ruapehu District,Waimarino-Waiouru Ward
17110715,Waitaki District,Ahuriri Ward
17111312,Auckland,Manukau Ward
17111394,Marlborough District,Blenheim Ward
17112037,Grey District,Southern Ward
17112153,Dunedin City,Area Outside Ward
17112263,Hamilton City,West Ward
17113340,Far North District,Te Hiku Ward
17115432,Wellington City,Wharangi/Onslow-Western Ward
17121179,Hamilton City,West Ward
17121805,Auckland,North Shore Ward
17122993,Hastings District,Hastings-Havelock North Ward
17123241,Whangarei District,Bream Bay Ward
17124188,Wellington City,Pukehīnau/Lambton Ward
17125577,Auckland,North Shore Ward
17125646,Auckland,Whau Ward
17125655,Wellington City,Takapū/Northern Ward
17127258,Mackenzie District,Opuha Ward
17129214,Christchurch City,Central Ward
17140612,Christchurch City,Fendalton Ward
17140649,Lower Hutt City,Harbour Ward
17140900,Auckland,Franklin Ward
17140982,Grey District,Northern Ward
17141217,Taupo District,Turangi-Tongariro Ward
17141377,Rotorua District,Area Outside Ward
17141820,Auckland,Whau Ward
17142531,Auckland,North Shore Ward
17143210,Buller District,Inangahua Ward
17144388,Christchurch City,Banks Peninsula Ward
17145079,Auckland,Ōrākei Ward
17145703,Matamata-Piako District,Matamata Ward
17147222,Auckland,North Shore Ward
17152174,Rotorua District,Area Outside Ward
17156860,Hastings District,Hastings-Havelock North Ward
17156909,Christchurch City,Heathcote Ward
17158274,Tauranga City,Mount Maunganui-Papamoa Ward
17158527,Porirua City,Northern Ward/Pukerua ki te Raki
17158791,Waikato District,Raglan Ward
17158842,Western Bay of Plenty District,Katikati-Waihi Beach Ward
17158869,Hurunui District,West Ward
17160011,Auckland,Ōrākei Ward
17160451,Auckland,Rodney Ward
17161153,Napier City,Taradale Ward
17161443,Hastings District,Mohaka Ward
17161794,Wellington City,Paekawakawa/Southern Ward
17162270,Auckland,Franklin Ward
17162300,Tasman District,Golden Bay Ward
17162367,Queenstown-Lakes District,Queenstown-Wakatipu Ward
17173875,Taupo District,Taupō Ward
17173954,Tauranga City,Mount Maunganui-Papamoa Ward
17174068,Taupo District,Taupō Ward
17174807,Queenstown-Lakes District,Wanaka Ward
17175186,Tauranga City,Mount Maunganui-Papamoa Ward
17175486,Tasman District,Moutere-Waimea Ward
17176143,Wellington City,Wharangi/Onslow-Western Ward
17176505,Waikato District,Raglan Ward
17178013,Auckland,Waitematā and Gulf Ward
17189346,Lower Hutt City,Western Ward
17189643,Auckland,Howick Ward
17189659,Wellington City,Wharangi/Onslow-Western Ward
17189806,Far North District,Bay of Islands-Whangaroa Ward
17189882,New Plymouth District,New Plymouth City Ward
17190108,Auckland,Howick Ward
17190297,Whangarei District,Whangarei Heads Ward
17190599,Rotorua District,Area Outside Ward
17190653,Christchurch City,Innes Ward
17191943,Tauranga City,Te Papa-Welcome Bay Ward
17206667,Auckland,Rodney Ward
17208633,Auckland,North Shore Ward
17210590,Tasman District,Richmond Ward
17212522,Taupo District,Taupō Ward
17212549,Christchurch City,Banks Peninsula Ward
17213255,Wellington City,Paekawakawa/Southern Ward
17213847,Waimakariri District,Kaiapoi-Woodend Ward
17214363,Auckland,Franklin Ward
17215051,Whanganui District,Area Outside Ward
17217995,Waikato District,Raglan Ward
17221311,Waipa District,Cambridge Ward
17222340,Manawatu District,Feilding Ward
17223501,Auckland,Waitematā and Gulf Ward
17223933,Christchurch City,Fendalton Ward
17224719,Christchurch City,Fendalton Ward
